AppID:3201604008869, AppVersion: 1.1.131, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d19766a42212becb1e4ab0  
AppID:3201808016766, AppVersion: 1.0.1, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d1976ba42212becb1e4d06  
AppID:3202007021150, AppVersion: 1.0.1, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d19c0aa42212becb1e6cbd  
AppID:3202006020983, AppVersion: 1.0.5, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d19c0ba42212becb1e6d85  
AppID:3201801015565, AppVersion: 1.1.1, CertStep: Verification ModelStatus: Testing,ObjectID: 60d19c12a42212becb1e71fe  
AppID:3201910019341, AppVersion: 7.0.32, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d19c1fa42212becb1e79c8  
AppID:3201703012018, AppVersion: 3.22.2, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d19c30a42212becb1e88be  
AppID:3201908018978, AppVersion: 4.2.0, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d19c32a42212becb1e8b95  
AppID:3201601007524, AppVersion: 3.22.2, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d19c37a42212becb1e8fb3  
AppID:3201811017216, AppVersion: 1.0.36, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d19c46a42212becb1e9592  
AppID:3202101022727, AppVersion: 9.13.10, CertStep: Verification ModelStatus: Request Test,ObjectID: 60d47782e86bb27011ee1df4  
AppID:111399000958, AppVersion: 2.3.2, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d9b65b5d5739eb9b26b6da  
AppID:3202012022620, AppVersion: 2.0.9, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d9bd6c5d5739eb9b26cf00  
AppID:3202106024223, AppVersion: 3.1.4, CertStep: SP Review ModelStatus: No Data,ObjectID: 60dc89a4d1b35150ba15843c  
AppID:3202005020740, AppVersion: 1.0.5, CertStep: Verification ModelStatus: Request Test,ObjectID: 60e5629e552ac7b5ada50c36  
AppID:3201911019657, AppVersion: 0.8.0, CertStep: Verification ModelStatus: Dropped,ObjectID: 60ec052f552ac7b5adce5925  
AppID:3202003020281, AppVersion: 1.0.1, CertStep: SP Review ModelStatus: No Data,ObjectID: 60ec054b552ac7b5adce5a5f  
AppID:111477001221, AppVersion: 3.8.025, CertStep: Verification ModelStatus: Request Test,ObjectID: 60ec054e552ac7b5adce5a7d  
AppID:3201703012029, AppVersion: 3.0.0, CertStep: SP Review ModelStatus: No Data,ObjectID: 60ec056b552ac7b5adce5b9d  
AppID:3201702011738, AppVersion: 3.0.0, CertStep: Verification ModelStatus: Request Test,ObjectID: 60ec0577552ac7b5adce5c19  
AppID:3201710014866, AppVersion: 9.5.1, CertStep: SP Review ModelStatus: No Data,ObjectID: 60ec0590552ac7b5adce5d0d  
AppID:3202002020167, AppVersion: 1.00.3, CertStep: SP Review ModelStatus: No Data,ObjectID: 60ec059b552ac7b5adce5d73  
AppID:111299001981, AppVersion: 4.0.0, CertStep: SP Review ModelStatus: No Data,ObjectID: 60ec060e552ac7b5adce61be  
AppID:3202106024013, AppVersion: 61.44.5, CertStep: SP Review ModelStatus: No Data,ObjectID: 60ec407a552ac7b5add02595  
AppID:3202107024443, AppVersion: 1.0.0, CertStep: SP Review ModelStatus: No Data,ObjectID: 60f557ca552ac7b5ad07336e  
AppID:3201710015021, AppVersion: 1.1.3, CertStep: SP Review ModelStatus: No Data,ObjectID: 60f6a242552ac7b5ad0f7093  
AppID:3202106024052, AppVersion: 1.0.6, CertStep: Verification ModelStatus: Dropped,ObjectID: 60f7dea5552ac7b5ad1851c3  
AppID:3202107024493, AppVersion: 1.0.3, CertStep: SP Review ModelStatus: No Data,ObjectID: 60f92219552ac7b5ad219ab3  
AppID:3202107024534, AppVersion: 1.0.5, CertStep: SP Review ModelStatus: No Data,ObjectID: 61079ba133a519024129fc39  
AppID:3202107024407, AppVersion: 3.1.0, CertStep: SP Review ModelStatus: No Data,ObjectID: 61079ba533a519024129fc4d  
AppID:3202107024549, AppVersion: 1.0.46, CertStep: SP Review ModelStatus: No Data,ObjectID: 61079bdf33a519024129fdf3  
AppID:3202107024523, AppVersion: 1.0.0, CertStep: Verification ModelStatus: Tested(Fail),ObjectID: 61079bf833a519024129fe4d  
AppID:3202106024255, AppVersion: 1.0.0, CertStep: SP Review ModelStatus: No Data,ObjectID: 610a8be933a519024142ae58  
AppID:3202108024619, AppVersion: 3.2.1, CertStep: SP Review ModelStatus: No Data,ObjectID: 610a92f433a519024142e625  
AppID:3202108024616, AppVersion: 1.0.2, CertStep: SP Review ModelStatus: No Data,ObjectID: 610cdaa833a519024151bd96  
AppID:3202108024664, AppVersion: 1.1.0, CertStep: SP Review ModelStatus: No Data,ObjectID: 610d440433a5190241552e51  
AppID:3202108024669, AppVersion: 4.53.1, CertStep: Verification ModelStatus: Request Test,ObjectID: 6111154d33a51902417096ae  
AppID:3202107024399, AppVersion: 1.0.0, CertStep: SP Review ModelStatus: No Data,ObjectID: 611282fa33a51902417fa05f  
AppID:3202107024533, AppVersion: 1.0.5, CertStep: SP Review ModelStatus: No Data,ObjectID: 6116311833a5190241a44f0e  
AppID:3202108024678, AppVersion: 1.0.0, CertStep: SP Review ModelStatus: No Data,ObjectID: 611f95d033a5190241fe9539  
AppID:3202108024744, AppVersion: 1.0.4, CertStep: Verification ModelStatus: Request Test,ObjectID: 6135ea2eba3aa649d494af99  
AppID:3202109024949, AppVersion: 1.0.2, CertStep: SP Review ModelStatus: No Data,ObjectID: 61360653ba3aa649d495a065  
AppID:3202109024993, AppVersion: 1.0.3, CertStep: SP Review ModelStatus: No Data,ObjectID: 613b2936ba3aa649d4bc2cc0  
AppID:3202109024994, AppVersion: 1.0.0, CertStep: SP Review ModelStatus: No Data,ObjectID: 613b2937ba3aa649d4bc2cc8  
AppID:3202109025000, AppVersion: 1.0.0, CertStep: SP Review ModelStatus: No Data,ObjectID: 613f2bbbba3aa649d4d822c7  
AppID:3202108024673, AppVersion: 1.1.0, CertStep: Verification ModelStatus: Request Test,ObjectID: 61441650ba3aa649d4f902dd  
